0.0,-122.3806067,37.60697924,0.2254994367,0.2798470285,-0.6503769035,27.68462044
1.18,-122.3806067,37.60697924,0.2254998885,0.2839256424,-0.6503485829,27.68457134
1.97,-122.3806067,37.60697924,0.2255001679,0.2833359715,-0.6503440625,27.68457848
2.99,-122.3806067,37.60697924,0.2255003328,0.2826472203,-0.6503359542,27.68458683
4.0,-122.3806067,37.60697924,0.2255004863,0.2823416644,-0.6503189693,27.68459059
4.98,-122.3806067,37.60697924,0.2255005999,0.282130956,-0.6503090225,27.68459318
6.29,-122.3806067,37.60697924,0.2255006819,0.2819708125,-0.6503027061,27.68459514
7.0,-122.3806067,37.60697924,0.2255007363,0.2818302603,-0.6502975673,27.68459686
7.99,-122.3806067,37.60697924,0.2255007633,0.2817928157,-0.6502951874,27.68459732
8.97,-122.3806067,37.60697924,0.2255007696,0.2817952345,-0.6502948339,27.68459729
10.0,-122.3806067,37.60697924,0.2255007693,0.2817930503,-0.6502949444,27.68459732
10.97,-122.3806067,37.60697924,0.2255007677,0.2817898318,-0.6502961881,27.68459735
12.0,-122.3806067,37.60697924,0.2255007564,0.2817871498,-0.6502984918,27.68459737
12.98,-122.3806067,37.60697924,0.2255007581,0.281790625,-0.6502986094,27.68459733
13.98,-122.3806067,37.60697924,0.2255007783,0.2817899952,-0.6502973536,27.68459734
15.0,-122.3806067,37.60697924,0.2255007803,0.2817937852,-0.6502976325,27.6845973
16.0,-122.3806067,37.60697924,0.2255007546,0.2817898025,-0.6503025851,27.68459732
16.98,-122.3806067,37.60697924,0.2255007772,0.2817909788,-0.6503004058,27.68459732
17.97,-122.3806067,37.60697924,0.2255007578,0.281792441,-0.6503030454,27.68459729
19.0,-122.3806067,37.60697924,0.2255007761,0.2817895166,-0.6503024325,27.68459733
19.98,-122.3806067,37.60697924,0.2255007664,0.2817865275,-0.6503050432,27.68459735
20.97,-122.3806067,37.60697924,0.2255007609,0.2817906145,-0.6503072091,27.68459729
21.98,-122.3806067,37.60697924,0.2255007783,0.2817902539,-0.6503056639,27.6845973
22.99,-122.3806067,37.60697924,0.2255007551,0.2817917084,-0.650309921,27.68459727
24.0,-122.3806067,37.60697924,0.2255007658,0.2817920186,-0.6503094913,27.68459726
25.0,-122.3806067,37.60697924,0.2255007598,0.2817930173,-0.6503113392,27.68459724
25.99,-122.3806067,37.60697924,0.2255007753,0.2817900641,-0.6503121912,27.68459728
26.98,-122.3806067,37.60697924,0.2255007629,0.2817863794,-0.6503147249,27.68459731
27.99,-122.3806067,37.60697924,0.2254888521,0.2817869791,-0.6517697844,27.68459101
29.0,-122.3806067,37.60697924,0.2254815795,0.2817930821,-0.6533942651,27.68458386
29.97,-122.3806066,37.60697947,0.2255063334,0.2817457551,-0.6497728611,27.68460576
30.98,-122.3806049,37.60698198,0.2256094934,0.2812524214,-0.6384277682,27.68480482
31.98,-122.3805981,37.60699224,0.2259159984,0.2807592241,-0.6121747211,27.68670308
32.97,-122.3805784,37.60702197,0.226616549,0.2793201597,-0.5686569021,27.69762975
33.99,-122.3805371,37.60708422,0.2275951627,0.2709332007,-0.5647888446,27.72898741
35.0,-122.3804735,37.60717984,0.2290844328,0.2620943926,-0.5664424784,27.77732484
35.98,-122.3803853,37.60731238,0.2309166251,0.2602052136,-0.593641958,27.83770667
37.0,-122.3802768,37.60747485,0.2331307467,0.2525525375,-0.6014710629,27.90437259
37.99,-122.3801453,37.60767138,0.235720577,0.246902315,-0.6024698347,27.97547427
38.99,-122.3799905,37.60790227,0.238523881,0.2394659947,-0.6155924374,28.04807875
39.97,-122.3798197,37.60815627,0.2413754225,0.2351344157,-0.6411136853,28.11679505
40.97,-122.3796233,37.60844768,0.2440063618,0.2279506719,-0.6976430994,28.18450358
42.0,-122.3793999,37.60877833,0.2467410554,0.2257857845,-0.693627974,28.25032293
42.97,-122.3791669,37.60912235,0.2498239861,0.2041232689,-0.6902624491,28.31006787
43.98,-122.3789053,37.60950785,0.252351494,0.2038651703,-0.7352039772,28.36653153
44.99,-122.3786204,37.60992662,0.2542738933,0.1947164061,-0.7893842562,28.41984739
45.98,-122.3783251,37.61035989,0.2559057133,0.1669383368,-0.7732779793,28.46863639
46.98,-122.3780024,37.61083248,0.2571470896,0.1495615223,-0.8358909254,28.51053638
48.0,-122.3776601,37.61133328,0.2575915512,0.1592265384,-0.8305552835,28.50114245
48.99,-122.3773022,37.61185755,0.2571492314,0.1617093997,-0.8786059893,28.36906164
