Time,Longitude,Latitude,Altitude,Roll,Pitch,Heading
330.867,-122.7245669,37.66103508,2983.105274,36.33343849,16.88153565,218.5035607
331.867,-122.7255917,37.65999864,3036.13143,70.23680762,10.81353547,221.6922318
332.875,-122.7266875,37.65899936,3069.274341,108.5974728,4.978468797,235.664297
333.867,-122.727883,37.65811423,3050.972261,140.2428044,-10.70708084,251.7820826
334.867,-122.7291127,37.65736238,2943.81839,161.1129804,-42.8465251,264.2392622
335.867,-122.7302634,37.65665977,2769.595363,-110.4815054,-84.79380355,197.0615175
336.875,-122.7312824,37.65599729,2560.736789,-29.57925126,-46.87474665,135.1505148
337.867,-122.7321763,37.65536401,2328.398095,-21.24415126,-7.856015045,161.251706
338.858,-122.7329715,37.65477885,2082.883438,7.067538196,11.86241868,206.8986343
339.875,-122.7337077,37.65422431,1804.424617,31.67802249,-15.01433029,257.7334754
340.858,-122.7343733,37.65371041,1522.621151,36.96210951,-44.2511406,304.1150278
341.858,-122.7350454,37.65325943,1225.983219,33.76278733,-45.12491223,351.3385445
342.867,-122.7356551,37.65290491,906.0093966,29.88713646,-42.72768362,21.30939246
343.883,-122.7361628,37.65263769,561.2363356,22.5094158,-46.92840605,51.33291631
344.875,-122.7366409,37.65241885,186.0261823,-81.5967499,-86.6076154,187.9986513
345.867,-122.7369604,37.65236341,-14.48960672,-177.3113443,0.7648275116,283.894985
346.883,-122.7369669,37.65236487,-14.66784965,-177.6837928,-28.56423373,284.2307537
347.875,-122.7369884,37.65236945,-14.8554837,-178.9875824,-25.65480599,285.2367707
348.875,-122.7370269,37.6523783,-9.421850322,-178.880987,2.464191118,286.3508182
349.883,-122.7370357,37.65238063,-10.2687375,-177.6518646,-0.5924653084,286.4274633
350.867,-122.7370398,37.6523823,-10.2224142,-173.9439658,-1.039415792,286.4075497
351.883,-122.7370397,37.65238298,-9.290135644,-170.7126463,-0.262607582,286.3764133
352.867,-122.7370397,37.65238255,-8.010320641,-172.0442609,1.266647109,286.3412213
353.875,-122.7370399,37.65238202,-7.430918056,-173.7637094,2.307674452,286.2762662
354.867,-122.7370406,37.65238188,-8.119298031,-174.622575,1.975967849,286.2356493
355.867,-122.7370414,37.65238219,-9.381653202,-174.0452263,0.7008238722,286.2372283
356.925,-122.737042,37.65238261,-10.24102487,-172.5787666,-0.5418356396,286.2267887
